nombreImagen:tEjecucionSeam:tEjecucionRun:tEtotal:memoriaSeamCarvingNeta:memoriaRunLenthNeta:memoriaCompresion
happycows-herobg-new,csv:81,49285769462585:1,6181206703186035:83,11097836494446:39,078125:0,7109375:39,7890625
HappyCows_Cow,csv:82,41755247116089:1,7909998893737793:84,20855236053467:28,29296875:0,0:28,29296875
healthy-cow-mountains-well-fed-pasture-selective-focus-41072271,csv:22,743141889572144:1,036738395690918:23,77988028526306:11,25:0,0:11,25
healthy-cow,csv:10,11577844619751:0,7353663444519043:10,851144790649414:5,1171875:0,0:5,1171875
healthy-cows (Case Conflict),csv:43,71137356758118:1,300645351409912:45,01201891899109:18,1875:0,0:18,1875
healthy-cows-grass-fed,csv:3,7758522033691406:1,1928935050964355:4,968745708465576:0,05859375:0,0:0,05859375
Healthy-Cows,csv:45,28562903404236:1,3110649585723877:46,596693992614746:18,46875:0,0:18,46875
healthy-happy,csv:15,2274808883667:0,8660004138946533:16,093481302261353:8,61328125:0,0:8,61328125
Healthy-Jungle-Cow-Photos-And-Pictures,csv:10,85943341255188:0,7539558410644531:11,613389253616333:5,7578125:0,0:5,7578125
Healthy_Way_Dairy_Jersey_Standing,csv:40,336418867111206:1,309006929397583:41,64542579650879:18,55078125:0,0:18,55078125
Hereford-cow-calf,csv:176,29489040374756:2,6738011837005615:178,96869158744812:73,16015625:0,0625:73,22265625
hereford,csv:123,88028597831726:2,1028902530670166:125,98317623138428:42,4765625:0,0703125:42,546875
HF38492-Weeks-Dundee-Anika-1024x731,csv:51,33180022239685:1,4292373657226562:52,76103758811951:20,17578125:0,0:20,17578125
hf_in_der_rhon_auf_der_weide_02,csv:11,77194333076477:0,8568935394287109:12,628836870193481:8,85546875:0,0:8,85546875
Holstein-2 (1),csv:47,375054121017456:1,3261091709136963:48,70116329193115:25,515625:0,0:25,515625
Holstein-2,csv:47,360520124435425:1,3408401012420654:48,70136022567749:26,47265625:0,0:26,47265625
holstein-calf_649a0428-teaser-and-homepage (1),csv:89,11885261535645:1,6879022121429443:90,80675482749939:26,23828125:0,0:26,23828125
holstein-calf_649a0428-teaser-and-homepage,csv:89,04783606529236:1,6790153980255127:90,72685146331787:26,06640625:0,0:26,06640625
Holstein_Friesian_UK_Yorkshire_July_2011,csv:3128,81671500206:16,548056602478027:3145,364771604538:521,54296875:124,05859375:645,6015625
hornlesscowsdsc0774-10,csv:1425,043303489685:9,664397716522217:1434,7077012062073:288,9921875:79,0390625:368,03125
https___s3-ap-northeast-1,csv:1921,261287689209:10,469653606414795:1931,7309412956238:337,6328125:14,54296875:352,17578125
http___com,csv:12,802446126937866:0,7918784618377686:13,594324588775635:4,15234375:0,00390625:4,15625
image (1),csv:77,53730916976929:1,6181371212005615:79,15544629096985:36,76171875:0,109375:36,87109375
image,csv:251,0804159641266:3,2832448482513428:254,36366081237793:106,0:0,2265625:106,2265625
images (1),csv:1,3815946578979492:0,9993338584899902:2,3809285163879395:0,54296875:0,0078125:0,55078125
images (10),csv:1,3804714679718018:0,9546785354614258:2,3351500034332275:-0,25:0,00390625:-0,24609375
images (11),csv:1,373694658279419:0,9692509174346924:2,3429455757141113:-0,25:0,0:-0,25
images (2),csv:1,3576598167419434:0,9526352882385254:2,3102951049804688:0,0078125:0,03125:0,0390625
images (3),csv:1,3829662799835205:0,9814751148223877:2,364441394805908:-0,25:0,0:-0,25
images (4),csv:1,381636381149292:0,9528882503509521:2,334524631500244:0,0:0,0:0,0
images (5),csv:1,380072832107544:0,9566161632537842:2,336688995361328:-0,25:0,0:-0,25
images (6),csv:1,3668155670166016:0,9585299491882324:2,325345516204834:0,0:0,0:0,0
images (7),csv:1,4231815338134766:0,9574189186096191:2,3806004524230957:0,0:0,00390625:0,00390625
images (8),csv:1,4034509658813477:0,9367830753326416:2,3402340412139893:0,00390625:0,0234375:0,02734375
images (9),csv:1,391697883605957:0,9609568119049072:2,3526546955108643:0,015625:0,0078125:0,0234375
images,csv:1,045271396636963:0,9751653671264648:2,0204367637634277:0,0:0,0:0,0
img,csv:70,680917263031:1,5404160022735596:72,22133326530457:35,875:0,0:35,875
IMG_0773,csv:9,567126512527466:0,7137389183044434:10,28086543083191:5,79296875:0,0:5,79296875
IMG_1287-Walz-resized,csv:166,49389004707336:2,5218002796173096:169,01569032669067:73,05859375:0,0:73,05859375
img_5187,csv:62,85904598236084:1,798518419265747:64,65756440162659:29,046875:0,14453125:29,19140625
IMG_6358 Walz,csv:165,3454270362854:2,464076042175293:167,8095030784607:50,40625:0,05859375:50,46484375
insure-your-cow-moolah-960x540,csv:33,53296089172363:1,0556354522705078:34,58859634399414:18,02734375:0,0:18,02734375
Internetofcows,csv:71,36396026611328:1,5940344333648682:72,95799469947815:37,59765625:0,0625:37,66015625
istock-125559474-1,csv:16,672932386398315:0,8377268314361572:17,510659217834473:12,97265625:0,0:12,97265625
iStock-176710108,csv:333,45601201057434:3,659858465194702:337,11587047576904:103,75390625:0,0:103,75390625
iStock-502605347_emholk-1-668x336-1564757931,csv:10,424394845962524:0,6949207782745361:11,11931562423706:4,90234375:0,0:4,90234375
istockphoto-956944426-612x612,csv:9,123889446258545:0,6703684329986572:9,794257879257202:4,5703125:0,0:4,5703125
iStock_80761381_MEDIUM_opt-770x462,csv:18,651150465011597:0,8666155338287354:19,517765998840332:9,23828125:0,0:9,23828125
japanese-cow,csv:36,52137732505798:1,1555311679840088:37,67690849304199:15,12109375:0,0:15,12109375
Jo-Anne-McArthur-Cows-Resized-5-1-of-1-1600x1200,csv:197,6549665927887:2,9018659591674805:200,55683255195618:51,54296875:0,0:51,54296875
Kiwi-start-up-pioneers-collar-for-remote-controlled-cows,csv:18,307464599609375:0,8816192150115967:19,18908381462097:9,81640625:0,0:9,81640625
knickers_the_cow,csv:178,19666457176208:2,932981491088867:181,12964606285095:86,91796875:0,0:86,91796875
ko-kalv-ihop-300px,csv:2,1786437034606934:1,0887722969055176:3,267416000366211:0,0625:0,0:0,0625
koe-2,csv:747,0573787689209:6,351017951965332:753,4083967208862:196,328125:37,5546875:233,8828125
lodoen-cow-calf-resize-scaled,csv:745,3040835857391:6,050178289413452:751,3542618751526:173,1015625:0,25:173,3515625
Made+By+Cow+Jersey+Cow,csv:147,35774755477905:2,433537721633911:149,79128527641296:73,01171875:0,0:73,01171875
Mad_cow-800x450,csv:19,284804344177246:0,9471476078033447:20,23195195198059:9,7734375:0,00390625:9,77734375
Magazine58a4fa712bbac_15022017,csv:18,637720584869385:0,8941988945007324:19,531919479370117:9,37890625:0,0:9,37890625
maxresdefault (1),csv:79,8809802532196:1,6456646919250488:81,52664494514465:24,8828125:0,0:24,8828125
maxresdefault,csv:79,17852401733398:1,6557154655456543:80,83423948287964:40,9453125:0,31640625:41,26171875
maxresdefault2,csv:78,33020758628845:1,6390225887298584:79,96923017501831:24,67578125:0,0:24,67578125
MA_00004766_jtflgh,csv:469,5717120170593:5,219070672988892:474,7907826900482:174,86328125:0,41015625:175,2734375
merlin_178390479_e308b149-c560-4850-9b95-8851f7086a74-articleLarge,csv:21,60227680206299:1,159010648727417:22,761287450790405:13,4375:0,00390625:13,44140625
Mini-cow-1200x1200,csv:113,47177934646606:2,313401937484741:115,7851812839508:59,6875:0,0625:59,75
MOMM_web-assets_click-thru-header_1280x720_blog_are-cows-friendly-1024x576,csv:40,77988004684448:1,1789450645446777:41,95882511138916:15,8046875:0,0:15,8046875
Niacin pic (1),csv:141,1697747707367:2,3290929794311523:143,49886775016785:54,7421875:0,13671875:54,87890625
Niacin pic,csv:141,69872450828552:2,306379795074463:144,00510430335999:64,86328125:0,125:64,98828125
Nurse-cow,csv:421,2586386203766:4,64924430847168:425,90788292884827:111,24609375:8,40625:119,65234375
OIP,csv:6,118499755859375:0,6687023639678955:6,7872021198272705:3,859375:0,0:3,859375
original,csv:14,619078397750854:0,836658239364624:15,455736637115479:7,5390625:0,0:7,5390625
p0686krr,csv:13,997256755828857:0,7989659309387207:14,796222686767578:5,99609375:0,0:5,99609375
P1050419,csv:12,257213354110718:0,8197915554046631:13,07700490951538:7,26953125:0,0:7,26953125
pet-cow_Gunilla-G-Flickr,csv:9,996153593063354:0,7699904441833496:10,766144037246704:5,14453125:0,0:5,14453125
Peters_cow,csv:16,868163585662842:0,7969071865081787:17,66507077217102:7,28515625:0,0:7,28515625
pexels-photo-2647053,csv:5,808954477310181:0,6681022644042969:6,4770567417144775:3,83984375:0,0:3,83984375
pexels-photo-422218,csv:5,003920555114746:1,2634711265563965:6,267391681671143:3,23828125:0,0:3,23828125
pexels-photo-735967,csv:497,36719822883606:4,728540897369385:502,09573912620544:151,69140625:0,07421875:151,765625
photo-1446960040713-06c33df11426,csv:48,86728096008301:1,4413421154022217:50,30862307548523:20,20703125:0,125:20,33203125
photo-1525770925728-edaeaafd40dc,csv:43,88784980773926:1,316547155380249:45,20439696311951:16,48046875:0,0:16,48046875
photo-1546445317-29f4545e9d53,csv:95,63635635375977:2,2673330307006836:97,90368938446045:55,05078125:0,0:55,05078125
photo-1564085352725-08da0272627d,csv:98,26131224632263:2,4213263988494873:100,68263864517212:61,37890625:0,0:61,37890625
photo-1565374587496-47cbe44e2653,csv:43,72041392326355:1,3103299140930176:45,03074383735657:18,09765625:0,0:18,09765625
photo-1570042225831-d98fa7577f1e,csv:43,60769867897034:1,322110891342163:44,9298095703125:26,5625:0,0:26,5625
photo-1582462458538-5a094f9f3802,csv:43,63221764564514:1,308600664138794:44,940818309783936:25,703125:0,0:25,703125
photo-1590264815175-63ff41426aa2,csv:43,37621188163757:1,2716302871704102:44,64784216880798:17,75:0,0:17,75
photo-1595365691689-6b7b4e1970cf,csv:81,26913332939148:2,060525417327881:83,32965874671936:33,5:0,0:33,5
photo-1602027833189-514f188261d8,csv:43,87124228477478:1,2808709144592285:45,15211319923401:25,8984375:0,0:25,8984375
portrait-of-cow-standing-in-pasture-248337-1,csv:76,5332567691803:1,7472572326660156:78,28051400184631:38,625:0,0:38,625
prolapse-article-landscape,csv:55,92917561531067:1,372861623764038:57,30203723907471:22,9375:0,0:22,9375
public-drum_basic_article-103914-main_images-cow_0--default--620,csv:12,508222818374634:0,8299534320831299:13,338176250457764:7,4609375:0,0:7,4609375
quotacowisne,csv:20,764878034591675:0,9243838787078857:21,68926191329956:10,21875:0,0:10,21875
r0_114_2240_1374_w1200_h678_fmax,csv:63,85115456581116:1,5199472904205322:65,37110185623169:35,04296875:0,0:35,04296875
Rainbow-Acres-cow,csv:17,585201501846313:0,9051253795623779:18,49032688140869:9,08203125:0,0:9,08203125
ramona,csv:42,0891695022583:1,2298054695129395:43,31897497177124:16,25390625:0,0:16,25390625
Randall-Lineback-Cows-4096x2720,csv:3024,194003343582:15,385496616363525:3039,5794999599457:471,90625:88,76171875:560,66796875
razas-vacas-leche,csv:5,81084132194519:0,7082648277282715:6,519106149673462:4,30859375:0,01171875:4,3203125
Red-and-White-Holstein-Cow-1080x771-1024x731,csv:51,34535360336304:1,3967652320861816:52,74211883544922:20,3515625:0,04296875:20,39453125
rlak4li4_cow-generic-pixabay_625x300_08_August_18,csv:11,343827962875366:0,7770366668701172:12,120864629745483:7,78125:0,0625:7,84375
rq6gq7ecaxrrugejmfgy,csv:10,0568106174469:0,7760140895843506:10,83282470703125:5,9609375:0,0:5,9609375
RTS1X001-e1581779394827,csv:3,2933552265167236:1,1841397285461426:4,477494955062866:1,453125:0,0:1,453125
Ruminating-and-lying-cow-header-1280x687,csv:74,76687455177307:1,555222511291504:76,32209706306458:36,3359375:0,00390625:36,33984375
sab_tc-bovine-699d87db3394a42a981f3fc4e7086e4d7bbe1d83-s800-c85,csv:25,3053719997406:1,0369839668273926:26,342355966567993:12,890625:0,0:12,890625
SAB_Tc_Bovine,csv:179,48303508758545:3,0032567977905273:182,48629188537598:85,6796875:0,25:85,9296875
Science_CRISPR_DSC_0353-(2),csv:674,7315380573273:6,20489764213562:680,9364356994629:200,83203125:30,8359375:231,66796875
sd5ds-e1563536255497,csv:48,16184592247009:1,2947750091552734:49,456620931625366:18,80078125:0,0:18,80078125
shutterstock_1224061210-scaled,csv:734,9798166751862:6,004060745239258:740,9838774204254:175,34765625:0,29296875:175,640625
shutterstock_533100223-scaled (1),csv:731,1559054851532:5,96044135093689:737,1163468360901:216,48828125:0,125:216,61328125
shutterstock_533100223-scaled,csv:733,8614394664764:6,00176215171814:739,8632016181946:198,90234375:0,0:198,90234375
smiling-cow-over-sky-background-260nw-45044653,csv:4,897789716720581:1,2143144607543945:6,112104177474976:2,9609375:0,0:2,9609375
stock-photo-large-and-healthy-cow-on-field-81440485,csv:160,78380870819092:2,6214406490325928:163,4052493572235:67,46875:3,046875:70,515625
stock-photo-two-dairy-cows-stand-in-a-pasture-two-dairy-cows-two-curious-and-healthy-dairy-cows-102725264,csv:160,26139283180237:2,5872530937194824:162,84864592552185:72,8828125:0,01171875:72,89453125
Stray-cattle_PTI_file_22102019,csv:17,522881269454956:0,8283305168151855:18,35121178627014:8,6640625:0,0:8,6640625
TELEMMGLPICT000143969626_trans_NvBQzQNjv4BqDKGDQpemwFDOZcDYGh2bvgabHNDKKjNFhT9njmcUO7U,csv:646,6575801372528:5,370084285736084:652,0276644229889:144,15625:0,0:144,15625
The-cow-favors-natural-over-synthetic-vitamin-E,csv:17,2337646484375:0,8573741912841797:18,09113883972168:10,3203125:0,0:10,3203125
these-face-masks-for-cows-have-nothing-to-do-with-coronavirus,csv:84,03606486320496:1,8155429363250732:85,85160779953003:47,07421875:0,0:47,07421875
transition-cow-og,csv:59,30661606788635:1,4872252941131592:60,79384136199951:24,40234375:0,1796875:24,58203125
two-cows-calf,csv:373,4644019603729:4,021226167678833:377,48562812805176:129,05859375:0,49609375:129,5546875
TXA200201-FebBlogs-Farm-1280x720,csv:77,46789145469666:1,6019761562347412:79,0698676109314:30,87109375:0,0:30,87109375
types-of-cows-june192020-min,csv:42,70034122467041:1,2292604446411133:43,92960166931152:22,2109375:0,0:22,2109375
TZAHAM-erezbit0006,csv:9,607864618301392:0,7018125057220459:10,309677124023438:5,49609375:0,0:5,49609375
unnamed (1),csv:6,534874200820923:0,6236591339111328:7,158533334732056:3,7578125:0,0:3,7578125
unnamed (2),csv:6,5406317710876465:0,6310796737670898:7,171711444854736:3,7578125:0,0:3,7578125
unnamed (3),csv:5,568465232849121:1,2108612060546875:6,779326438903809:3,1484375:0,0:3,1484375
unnamed,csv:6,218358039855957:0,6273396015167236:6,845697641372681:3,53515625:0,0:3,53515625
uplace-history-agriculture-animals-livestock-cows-ethic (1),csv:641,800966501236:5,855522632598877:647,6564891338348:187,0859375:22,859375:209,9453125
uplace-history-agriculture-animals-livestock-cows-ethic (2),csv:643,9494547843933:5,838296890258789:649,7877516746521:169,37890625:20,109375:189,48828125
uplace-history-agriculture-animals-livestock-cows-ethic,csv:637,247873544693:5,843296766281128:643,0911703109741:156,65625:24,015625:180,671875
vet_fallbacks_subject_farm-animal-calf,csv:58,857855558395386:1,3770599365234375:60,23491549491882:35,96875:0,0:35,96875
Walz Cow Calf RESIZED IMG_1880,csv:94,80801248550415:1,9004924297332764:96,70850491523743:47,97265625:0,125:48,09765625
Walz-Resized-Cow-Calf-grass-IMG_5581,csv:137,4573471546173:2,364042043685913:139,82138919830322:56,4765625:4,82421875:61,30078125
WeSellBose4708-1stcomp,GC-IAStateDelcoClassic2020,csv:163,35034942626953:2,788120985031128:166,13847041130066:74,75390625:11,65234375:86,40625
what-i-want-in-the-perfect-beef-cow,csv:206,41731929779053:2,5288918018341064:208,94621109962463:65,45703125:0,90625:66,36328125
White-cow-TB-Hub-scaled,csv:620,2277948856354:5,215800762176514:625,4435956478119:141,796875:3,1875:144,984375
WL2WLOEUMZAALHMNC6ZLIXPQCI,csv:45,8982515335083:1,2945349216461182:47,19278645515442:16,828125:0,0:16,828125
World-s-first-GE-cow-is-a-milestone-study_wrbm_large,csv:9,638877630233765:0,7341630458831787:10,373040676116943:4,99609375:0,0:4,99609375
wright-place-cow-alertys-us,csv:25,582622051239014:1,0587940216064453:26,64141607284546:20,3828125:0,0:20,3828125
wUsqoWpusy5u3dwuabvQBZ-320-80,csv:2,120835304260254:1,057662010192871:3,178497314453125:-0,24609375:0,00390625:-0,2421875
youtube_healthy-cows-are-happy-cows_v2,csv:63,15569829940796:1,4323105812072754:64,58800888061523:21,46484375:0,0:21,46484375
_110661320_4-sruc-dairy-cow,csv:61,90000629425049:1,6950721740722656:63,595078468322754:25,4296875:0,0:25,4296875
_114587591_gettyimages-676894393,csv:34,92642378807068:1,112663745880127:36,039087533950806:22,19921875:0,0:22,19921875
_K6A0213,csv:85,91627240180969:1,504143238067627:87,42041563987732:22,6015625:0,0:22,6015625
__opt__aboutcom__coeus__resources__content_migration__mnn__images__2017__01__cow-in-pasture-990e51c0b8da4e839195b85ca92aed9f,csv:43,48200273513794:1,3250174522399902:44,80702018737793:18,00390625:0,0625:18,06640625
__opt__aboutcom__coeus__resources__content_migration__mnn__images__2017__01__cows-laying-down-39d618dc4a7340d484f5cfc6adbacbbc,csv:43,33837103843689:1,265336513519287:44,60370755195618:18,00390625:0,0:18,00390625
